source,target,aerial_distance_m,road_distance_m,duration_s,weight
BTP216 - Yediyur Junction,BTP185 - RV Teachers College,838.8,1667.0,183.1,0.0006
BTP216 - Yediyur Junction,BTP107 - National College Junction,1285.9,2174.1,232.5,0.00046
BTP216 - Yediyur Junction,"BTP112 - 14th Cross, KR Road",1045.9,1354.1,195.4,0.000738
BTP212 - Minto Junction,BTP075 - Police Corner,1870.3,2640.2,303.9,0.000379
BTP212 - Minto Junction,BTP193 - Vasavi Circle,1307.0,2114.6,283.2,0.000473
BTP212 - Minto Junction,BTP184 - Lalbagh West Gate,1627.5,2442.1,347.4,0.000409
BTP212 - Minto Junction,BTP120 - Lalbagh Main Gate Junction,1570.3,2490.6,332.5,0.000401
BTP212 - Minto Junction,BTP092 - Bangalore Builders Junction,1706.0,2741.7,306.7,0.000365
BTP212 - Minto Junction,BTP077 - Halasuru Gate Junction,1841.0,2414.9,284.5,0.000414
BTP212 - Minto Junction,BTP217 - Baleyele Junction,389.2,821.8,117.5,0.001215
BTP212 - Minto Junction,BTP107 - National College Junction,1274.1,2386.4,262.6,0.000419
BTP212 - Minto Junction,BTP213 - Royan Circle,346.6,363.8,49.2,0.002741
BTP068 - Veeresh Theatre Junction,BTP214 - 5th Main Chamrajpet  Junction,1552.4,2402.7,380.5,0.000416
BTP068 - Veeresh Theatre Junction,"BTP025 - Puttamma Choultry, Nagarbhavi",820.3,968.4,156.1,0.001032
"BTP186 - 9th Cross, 4th Main, Jayanagar","BTP190 - 36th Cross, 4th Main, Jayanagar",1871.2,2287.0,296.1,0.000437
"BTP186 - 9th Cross, 4th Main, Jayanagar",BTP187 - South End Circle,243.6,349.3,70.0,0.002855
"BTP186 - 9th Cross, 4th Main, Jayanagar",BTP193 - Vasavi Circle,1344.1,1805.6,218.2,0.000554
"BTP186 - 9th Cross, 4th Main, Jayanagar",BTP184 - Lalbagh West Gate,1057.5,2108.0,281.9,0.000474
"BTP186 - 9th Cross, 4th Main, Jayanagar","BTP189 - New Diagonal Road, Jayanagar",1271.9,1617.2,199.9,0.000618
"BTP186 - 9th Cross, 4th Main, Jayanagar",BTP120 - Lalbagh Main Gate Junction,1647.8,3181.3,364.9,0.000314
"BTP186 - 9th Cross, 4th Main, Jayanagar","BTP114 - KR Road Junction, Near JSS",1894.1,2844.3,362.8,0.000351
"BTP186 - 9th Cross, 4th Main, Jayanagar","BTP110 - Bharathi Nursing Home, Basavanagudi",1177.7,1511.5,217.6,0.000661
"BTP186 - 9th Cross, 4th Main, Jayanagar","BTP188 - 27th Cross, 4th Main, Jayanagar",1104.6,1657.5,203.7,0.000603
"BTP186 - 9th Cross, 4th Main, Jayanagar",BTP185 - RV Teachers College,633.6,1763.7,218.5,0.000567
"BTP186 - 9th Cross, 4th Main, Jayanagar",BTP107 - National College Junction,1526.7,2704.6,311.1,0.00037
"BTP186 - 9th Cross, 4th Main, Jayanagar","BTP112 - 14th Cross, KR Road",1535.3,2179.9,268.3,0.000459
BTP171 - Indian Express (Balekundri),BTP036 - Police Thimmaiah Circle (GPO),748.0,822.5,102.6,0.001214
BTP171 - Indian Express (Balekundri),BTP053 - Three Let Junction,1847.4,2400.3,251.9,0.000416
BTP171 - Indian Express (Balekundri),BTP035 - Basaweshwara Circle (LH) Junction,1150.9,1672.6,176.9,0.000598
"BTP190 - 36th Cross, 4th Main, Jayanagar",BTP187 - South End Circle,1652.7,2073.1,293.4,0.000482
"BTP190 - 36th Cross, 4th Main, Jayanagar",BTP157 - Kadirenahalli Cross,1877.3,2552.3,310.2,0.000392
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP189 - New Diagonal Road, Jayanagar",617.8,664.3,123.6,0.001503
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP114 - KR Road Junction, Near JSS",712.9,830.3,182.4,0.001203
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP127 - Sagar Hospital, Jayanagar",1933.9,2412.7,406.1,0.000414
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP110 - Bharathi Nursing Home, Basavanagudi",1915.7,2536.4,331.4,0.000394
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP179 - 9th Block, 28th Main, Jayanagar",1622.3,2125.6,264.5,0.00047
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP188 - 27th Cross, 4th Main, Jayanagar",792.8,838.0,148.6,0.001192
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP200 - 15th Cross, 33rd Main, JP Nagar",1807.7,2795.8,343.5,0.000358
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP178 - 18th Main, Marenahalli",1098.7,2202.7,280.4,0.000454
"BTP190 - 36th Cross, 4th Main, Jayanagar","BTP112 - 14th Cross, KR Road",1153.2,1621.0,238.9,0.000617
BTP036 - Police Thimmaiah Circle (GPO),BTP075 - Police Corner,1613.0,2005.2,213.9,0.000498
BTP036 - Police Thimmaiah Circle (GPO),BTP077 - Halasuru Gate Junction,1770.1,2173.7,229.8,0.00046
BTP036 - Police Thimmaiah Circle (GPO),BTP203 - RRMR Junction,1516.0,2051.4,256.5,0.000487
BTP036 - Police Thimmaiah Circle (GPO),BTP053 - Three Let Junction,1396.0,1720.4,179.9,0.000581
BTP036 - Police Thimmaiah Circle (GPO),BTP035 - Basaweshwara Circle (LH) Junction,775.8,992.7,104.9,0.001006
BTP075 - Police Corner,"BTP102 - BMTC Junction, KH Road",1652.3,4432.4,490.0,0.000226
BTP075 - Police Corner,BTP120 - Lalbagh Main Gate Junction,1653.8,4252.8,458.0,0.000235
BTP075 - Police Corner,BTP077 - Halasuru Gate Junction,241.0,1646.4,258.1,0.000607
BTP075 - Police Corner,BTP203 - RRMR Junction,808.2,3377.7,403.6,0.000296
BTP075 - Police Corner,BTP053 - Three Let Junction,1743.2,2863.0,300.7,0.000349
BTP075 - Police Corner,BTP035 - Basaweshwara Circle (LH) Junction,1764.8,2465.3,271.6,0.000405
BTP146 - Domlur Water Tank,"BTP145 - Sri Hatti Maramma Circle, Domluru",307.1,425.3,78.9,0.002346
BTP146 - Domlur Water Tank,BTP144 - Commando Hospital Junction,1667.7,2492.4,310.5,0.000401
BTP214 - 5th Main Chamrajpet  Junction,"BTP093 - Toll Gate, Mysore Road",696.9,904.5,217.8,0.001104
BTP214 - 5th Main Chamrajpet  Junction,BTP092 - Bangalore Builders Junction,718.1,1417.0,268.4,0.000705
BTP214 - 5th Main Chamrajpet  Junction,BTP213 - Royan Circle,1766.0,2774.8,431.6,0.00036
BTP187 - South End Circle,BTP193 - Vasavi Circle,1480.2,1888.9,234.9,0.000529
BTP187 - South End Circle,BTP184 - Lalbagh West Gate,1236.4,2191.3,298.6,0.000456
BTP187 - South End Circle,"BTP189 - New Diagonal Road, Jayanagar",1044.5,1468.2,182.5,0.000681
BTP187 - South End Circle,BTP120 - Lalbagh Main Gate Junction,1871.6,3264.5,381.6,0.000306
BTP187 - South End Circle,"BTP114 - KR Road Junction, Near JSS",1650.8,2705.9,339.7,0.000369
BTP187 - South End Circle,"BTP110 - Bharathi Nursing Home, Basavanagudi",1035.8,1373.1,194.5,0.000728
BTP187 - South End Circle,"BTP188 - 27th Cross, 4th Main, Jayanagar",873.7,1508.5,186.3,0.000662
BTP187 - South End Circle,BTP185 - RV Teachers College,804.2,1847.0,235.2,0.000541
BTP187 - South End Circle,BTP107 - National College Junction,1604.2,2787.9,327.8,0.000359
BTP187 - South End Circle,"BTP112 - 14th Cross, KR Road",1299.6,2041.5,245.2,0.00049
BTP157 - Kadirenahalli Cross,BTP158 - Devegowda Petrol Bunk,1168.1,1448.0,143.6,0.00069
BTP157 - Kadirenahalli Cross,"BTP114 - KR Road Junction, Near JSS",1512.5,2262.8,287.8,0.000442
BTP157 - Kadirenahalli Cross,BTP156 - Kamakya Junction,1877.0,2167.4,200.7,0.000461
BTP157 - Kadirenahalli Cross,"BTP200 - 15th Cross, 33rd Main, JP Nagar",1727.7,2879.5,279.8,0.000347
BTP157 - Kadirenahalli Cross,"BTP112 - 14th Cross, KR Road",1935.8,2785.8,314.3,0.000359
"BTP206 - Shankara Mutt Circle, Vijayanagar",BTP006 - Navarang Bar Junction,1947.6,2792.5,398.2,0.000358
"BTP206 - Shankara Mutt Circle, Vijayanagar",BTP009 - Prakash Nagar Junction,1882.9,2360.1,369.1,0.000424
"BTP093 - Toll Gate, Mysore Road",BTP092 - Bangalore Builders Junction,390.8,557.7,77.3,0.00179
"BTP093 - Toll Gate, Mysore Road",BTP217 - Baleyele Junction,1881.9,2670.6,324.8,0.000374
"BTP093 - Toll Gate, Mysore Road",BTP213 - Royan Circle,1756.5,2955.7,329.5,0.000338
"BTP102 - BMTC Junction, KH Road",BTP193 - Vasavi Circle,1855.5,3229.6,412.4,0.00031
"BTP102 - BMTC Junction, KH Road",BTP184 - Lalbagh West Gate,1584.4,2680.3,343.7,0.000373
"BTP102 - BMTC Junction, KH Road",BTP120 - Lalbagh Main Gate Junction,932.6,1857.1,258.7,0.000538
"BTP102 - BMTC Junction, KH Road",BTP077 - Halasuru Gate Junction,1412.9,3015.2,360.4,0.000332
"BTP102 - BMTC Junction, KH Road",BTP203 - RRMR Junction,1334.2,2276.3,302.2,0.000439
"BTP102 - BMTC Junction, KH Road",BTP185 - RV Teachers College,1788.7,3109.3,388.1,0.000322
BTP138 - Sarjapur Road Check Post,BTP133 - Adugodi Junction,1869.8,3650.9,404.5,0.000274
BTP138 - Sarjapur Road Check Post,BTP128 - Gorappanapalya Junction,1933.1,4904.6,519.2,0.000204
BTP158 - Devegowda Petrol Bunk,"BTP114 - KR Road Junction, Near JSS",1618.9,3305.8,390.8,0.000302
BTP158 - Devegowda Petrol Bunk,BTP156 - Kamakya Junction,775.5,921.9,98.8,0.001084
BTP158 - Devegowda Petrol Bunk,"BTP112 - 14th Cross, KR Road",1664.3,2360.6,299.3,0.000423
BTP133 - Adugodi Junction,"BTP127 - Sagar Hospital, Jayanagar",1910.6,3449.1,454.5,0.00029
BTP006 - Navarang Bar Junction,BTP009 - Prakash Nagar Junction,171.3,300.0,47.1,0.003322
BTP193 - Vasavi Circle,BTP184 - Lalbagh West Gate,397.0,1441.8,200.6,0.000693
BTP193 - Vasavi Circle,BTP120 - Lalbagh Main Gate Junction,953.2,1919.5,217.3,0.000521
BTP193 - Vasavi Circle,"BTP110 - Bharathi Nursing Home, Basavanagudi",1458.8,2088.4,263.0,0.000479
BTP193 - Vasavi Circle,BTP217 - Baleyele Junction,1159.7,1622.9,188.4,0.000616
BTP193 - Vasavi Circle,BTP185 - RV Teachers College,720.1,1109.2,133.4,0.000901
BTP193 - Vasavi Circle,BTP107 - National College Junction,427.1,1400.1,165.4,0.000714
BTP193 - Vasavi Circle,BTP213 - Royan Circle,1523.7,2089.2,231.5,0.000478
BTP184 - Lalbagh West Gate,BTP120 - Lalbagh Main Gate Junction,777.8,2927.9,323.9,0.000341
BTP184 - Lalbagh West Gate,"BTP110 - Bharathi Nursing Home, Basavanagudi",1492.0,2199.5,266.9,0.000454
BTP184 - Lalbagh West Gate,BTP217 - Baleyele Junction,1530.5,3196.9,358.0,0.000313
BTP184 - Lalbagh West Gate,BTP185 - RV Teachers College,432.3,429.0,44.4,0.002326
BTP184 - Lalbagh West Gate,BTP107 - National College Junction,785.8,2451.3,270.1,0.000408
BTP184 - Lalbagh West Gate,BTP213 - Royan Circle,1878.0,3669.2,413.5,0.000272
"BTP189 - New Diagonal Road, Jayanagar","BTP114 - KR Road Junction, Near JSS",761.1,1130.3,190.7,0.000884
"BTP189 - New Diagonal Road, Jayanagar","BTP127 - Sagar Hospital, Jayanagar",1902.5,2424.3,365.3,0.000412
"BTP189 - New Diagonal Road, Jayanagar","BTP110 - Bharathi Nursing Home, Basavanagudi",1378.6,1875.3,249.0,0.000533
"BTP189 - New Diagonal Road, Jayanagar","BTP179 - 9th Block, 28th Main, Jayanagar",1992.6,2839.2,304.3,0.000352
"BTP189 - New Diagonal Road, Jayanagar","BTP188 - 27th Cross, 4th Main, Jayanagar",175.0,173.6,25.0,0.005727
"BTP189 - New Diagonal Road, Jayanagar",BTP185 - RV Teachers College,1831.8,2742.6,316.6,0.000364
"BTP189 - New Diagonal Road, Jayanagar","BTP178 - 18th Main, Marenahalli",1574.4,2916.2,320.2,0.000343
"BTP189 - New Diagonal Road, Jayanagar","BTP112 - 14th Cross, KR Road",823.1,1118.6,163.3,0.000893
BTP142 - Lower Agram Road Junction,BTP143 - ASC Junction,969.7,1446.2,201.4,0.000691
BTP142 - Lower Agram Road Junction,BTP144 - Commando Hospital Junction,1433.6,2284.5,316.8,0.000438
BTP120 - Lalbagh Main Gate Junction,BTP077 - Halasuru Gate Junction,1442.9,3201.2,342.4,0.000312
BTP120 - Lalbagh Main Gate Junction,BTP203 - RRMR Junction,1787.8,4841.3,510.4,0.000207
BTP120 - Lalbagh Main Gate Junction,BTP217 - Baleyele Junction,1662.6,2989.3,329.7,0.000334
BTP120 - Lalbagh Main Gate Junction,BTP185 - RV Teachers College,1128.8,1252.2,129.4,0.000798
BTP120 - Lalbagh Main Gate Junction,BTP107 - National College Junction,1366.9,2243.7,241.8,0.000445
BTP120 - Lalbagh Main Gate Junction,BTP213 - Royan Circle,1900.2,3461.6,385.2,0.000289
"BTP114 - KR Road Junction, Near JSS","BTP110 - Bharathi Nursing Home, Basavanagudi",1495.4,1895.3,279.7,0.000527
"BTP114 - KR Road Junction, Near JSS","BTP188 - 27th Cross, 4th Main, Jayanagar",862.2,1220.3,207.2,0.000819
"BTP114 - KR Road Junction, Near JSS","BTP178 - 18th Main, Marenahalli",1784.5,3365.6,404.9,0.000297
"BTP114 - KR Road Junction, Near JSS","BTP112 - 14th Cross, KR Road",598.9,909.7,150.0,0.001098
"BTP127 - Sagar Hospital, Jayanagar",BTP128 - Gorappanapalya Junction,864.6,1236.1,227.8,0.000808
"BTP127 - Sagar Hospital, Jayanagar","BTP179 - 9th Block, 28th Main, Jayanagar",1269.4,1534.5,264.7,0.000651
"BTP127 - Sagar Hospital, Jayanagar","BTP198 - 9th Cross, 8th Main, JP Nagar",1977.0,2268.2,368.5,0.000441
"BTP127 - Sagar Hospital, Jayanagar","BTP188 - 27th Cross, 4th Main, Jayanagar",1926.0,2147.5,320.3,0.000465
"BTP127 - Sagar Hospital, Jayanagar","BTP178 - 18th Main, Marenahalli",1547.7,2104.5,317.3,0.000475
BTP092 - Bangalore Builders Junction,BTP217 - Baleyele Junction,1505.6,2112.9,247.5,0.000473
BTP092 - Bangalore Builders Junction,BTP213 - Royan Circle,1366.1,2398.0,252.2,0.000417
BTP077 - Halasuru Gate Junction,BTP203 - RRMR Junction,714.7,1710.6,183.8,0.000584
BTP077 - Halasuru Gate Junction,BTP053 - Three Let Junction,1983.8,3158.9,335.9,0.000316
BTP077 - Halasuru Gate Junction,BTP035 - Basaweshwara Circle (LH) Junction,1983.4,2761.2,306.8,0.000362
BTP203 - RRMR Junction,BTP035 - Basaweshwara Circle (LH) Junction,1998.3,3610.5,338.3,0.000277
"BTP110 - Bharathi Nursing Home, Basavanagudi","BTP188 - 27th Cross, 4th Main, Jayanagar",1242.7,1929.4,245.3,0.000518
"BTP110 - Bharathi Nursing Home, Basavanagudi",BTP185 - RV Teachers College,1211.8,2340.5,286.2,0.000427
"BTP110 - Bharathi Nursing Home, Basavanagudi",BTP107 - National College Junction,1283.5,1687.8,252.7,0.000592
"BTP110 - Bharathi Nursing Home, Basavanagudi","BTP112 - 14th Cross, KR Road",904.1,1107.4,163.5,0.000902
BTP053 - Three Let Junction,BTP035 - Basaweshwara Circle (LH) Junction,697.0,1533.5,179.1,0.000652
BTP128 - Gorappanapalya Junction,"BTP179 - 9th Block, 28th Main, Jayanagar",696.0,1357.3,168.1,0.000736
BTP128 - Gorappanapalya Junction,"BTP198 - 9th Cross, 8th Main, JP Nagar",1234.6,2090.9,271.9,0.000478
BTP128 - Gorappanapalya Junction,"BTP178 - 18th Main, Marenahalli",1239.8,1927.2,220.7,0.000519
"BTP145 - Sri Hatti Maramma Circle, Domluru",BTP143 - ASC Junction,1999.0,2297.7,212.1,0.000435
"BTP145 - Sri Hatti Maramma Circle, Domluru",BTP144 - Commando Hospital Junction,1380.5,2067.1,231.6,0.000484
BTP217 - Baleyele Junction,BTP185 - RV Teachers College,1876.5,2423.3,282.2,0.000412
BTP217 - Baleyele Junction,BTP107 - National College Junction,1010.9,1367.3,202.0,0.000731
BTP217 - Baleyele Junction,BTP213 - Royan Circle,388.2,470.1,81.7,0.002123
"BTP179 - 9th Block, 28th Main, Jayanagar","BTP198 - 9th Cross, 8th Main, JP Nagar",738.9,811.0,127.4,0.001232
"BTP179 - 9th Block, 28th Main, Jayanagar","BTP200 - 15th Cross, 33rd Main, JP Nagar",1897.6,2710.8,302.1,0.000369
"BTP179 - 9th Block, 28th Main, Jayanagar","BTP178 - 18th Main, Marenahalli",598.2,647.3,83.2,0.001542
"BTP198 - 9th Cross, 8th Main, JP Nagar","BTP200 - 15th Cross, 33rd Main, JP Nagar",1616.3,2226.8,267.4,0.000449
"BTP198 - 9th Cross, 8th Main, JP Nagar","BTP178 - 18th Main, Marenahalli",988.3,1466.0,220.9,0.000682
"BTP188 - 27th Cross, 4th Main, Jayanagar",BTP185 - RV Teachers College,1657.4,2569.0,291.6,0.000389
"BTP188 - 27th Cross, 4th Main, Jayanagar","BTP178 - 18th Main, Marenahalli",1723.8,3079.8,344.5,0.000325
"BTP188 - 27th Cross, 4th Main, Jayanagar","BTP112 - 14th Cross, KR Road",798.5,1104.6,176.4,0.000904
BTP185 - RV Teachers College,BTP107 - National College Junction,973.9,2022.3,225.7,0.000494
BTP185 - RV Teachers College,"BTP112 - 14th Cross, KR Road",1880.7,2438.9,273.2,0.00041
BTP107 - National College Junction,BTP213 - Royan Circle,1398.9,2058.4,230.9,0.000486
"BTP200 - 15th Cross, 33rd Main, JP Nagar","BTP178 - 18th Main, Marenahalli",1472.2,3155.0,367.9,0.000317
BTP143 - ASC Junction,BTP144 - Commando Hospital Junction,715.7,1479.9,183.7,0.000675
