source,target,aerial_distance_m,road_distance_m,duration_s,weight
BTP045 - Danvanthri Road Junction,BTP054 - Shivananda Circle,1114.3,1433.6,221.5,0.000697
BTP045 - Danvanthri Road Junction,"BTP080 - NR Road, SP Road Junction",1675.9,2979.3,398.5,0.000336
BTP045 - Danvanthri Road Junction,BTP104 - Medical College Circle,1956.2,2914.8,422.4,0.000343
BTP045 - Danvanthri Road Junction,BTP076 - Hudson Circle,1821.3,3018.1,381.0,0.000331
BTP045 - Danvanthri Road Junction,BTP079 - Town Hall Junction,1746.9,3223.6,442.6,0.00031
BTP045 - Danvanthri Road Junction,BTP074 - Leprosy Hospital Junction,1414.5,3352.3,401.6,0.000298
BTP045 - Danvanthri Road Junction,BTP037 - KR Circle,1274.4,1830.8,250.4,0.000546
BTP045 - Danvanthri Road Junction,BTP010 - Rajajinagar Entrance,1695.2,3466.7,428.2,0.000288
BTP045 - Danvanthri Road Junction,BTP078 - NR Square Junction,1694.8,2181.6,444.3,0.000458
BTP045 - Danvanthri Road Junction,BTP047 - Vidhan Soudha Metro Station,1944.9,2566.2,421.5,0.00039
BTP045 - Danvanthri Road Junction,BTP041 - Gopal Gowda Circle,1677.0,2459.3,327.0,0.000406
BTP045 - Danvanthri Road Junction,BTP052 - CID Carlton House Junction,1453.1,1941.8,287.8,0.000515
BTP045 - Danvanthri Road Junction,BTP085 - Briyand Circle,1350.9,1996.3,266.4,0.000501
BTP045 - Danvanthri Road Junction,BTP212 - Minto Junction,1898.3,2965.8,379.8,0.000337
BTP045 - Danvanthri Road Junction,BTP075 - Police Corner,1544.7,3007.2,386.6,0.000332
BTP045 - Danvanthri Road Junction,BTP077 - Halasuru Gate Junction,1749.9,2113.0,358.8,0.000473
BTP045 - Danvanthri Road Junction,BTP053 - Three Let Junction,1071.9,1696.0,238.7,0.000589
BTP045 - Danvanthri Road Junction,BTP213 - Royan Circle,1957.3,2634.3,324.1,0.000379
BTP045 - Danvanthri Road Junction,BTP035 - Basaweshwara Circle (LH) Junction,1674.3,2294.4,302.0,0.000436
BTP048 - Shanthala Junction,BTP054 - Shivananda Circle,1357.4,1602.2,189.3,0.000624
BTP048 - Shanthala Junction,"BTP080 - NR Road, SP Road Junction",1939.3,3629.6,410.3,0.000275
BTP048 - Shanthala Junction,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",1775.6,2465.2,293.6,0.000405
BTP048 - Shanthala Junction,BTP074 - Leprosy Hospital Junction,978.7,2255.6,264.1,0.000443
BTP048 - Shanthala Junction,BTP037 - KR Circle,1710.9,2170.3,225.8,0.000461
BTP048 - Shanthala Junction,BTP010 - Rajajinagar Entrance,1298.1,2158.6,264.7,0.000463
BTP048 - Shanthala Junction,BTP052 - CID Carlton House Junction,1878.4,2522.4,286.4,0.000396
BTP048 - Shanthala Junction,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",1707.7,2227.3,258.3,0.000449
BTP048 - Shanthala Junction,BTP085 - Briyand Circle,1218.8,2021.3,254.3,0.000494
BTP048 - Shanthala Junction,"BTP089 - Police Quarters, Sultan Road",1941.3,3093.1,359.1,0.000323
BTP048 - Shanthala Junction,BTP212 - Minto Junction,1852.3,2990.8,367.7,0.000334
BTP048 - Shanthala Junction,BTP075 - Police Corner,1909.2,3346.7,362.0,0.000299
BTP048 - Shanthala Junction,BTP053 - Three Let Junction,1421.0,1864.5,206.5,0.000536
BTP048 - Shanthala Junction,BTP213 - Royan Circle,1832.6,2659.4,312.0,0.000376
BTP054 - Shivananda Circle,BTP166 - Coffee Board Junction,1683.3,2618.9,334.5,0.000382
BTP054 - Shivananda Circle,BTP037 - KR Circle,1364.9,1919.9,223.8,0.000521
BTP054 - Shivananda Circle,BTP047 - Vidhan Soudha Metro Station,1642.8,2315.5,356.0,0.000432
BTP054 - Shivananda Circle,BTP041 - Gopal Gowda Circle,1587.9,2548.3,300.4,0.000392
BTP054 - Shivananda Circle,"BTP033 - Sophia High School, Sankey Road",1159.3,1802.4,202.6,0.000555
BTP054 - Shivananda Circle,BTP052 - CID Carlton House Junction,1123.3,1912.7,252.3,0.000523
BTP054 - Shivananda Circle,BTP036 - Police Thimmaiah Circle (GPO),1772.5,2931.6,330.4,0.000341
BTP054 - Shivananda Circle,BTP053 - Three Let Junction,411.1,862.2,120.9,0.001158
BTP054 - Shivananda Circle,BTP035 - Basaweshwara Circle (LH) Junction,1024.3,1460.6,184.2,0.000684
BTP071 - Prasanna Junction,BTP020 - Hosahalli Metro Station,730.8,882.3,128.0,0.001132
BTP071 - Prasanna Junction,BTP069 - MC Circle,490.2,1275.9,165.2,0.000783
BTP071 - Prasanna Junction,"BTP070 - Cholurpalya Junction, Magadi Road",165.5,234.2,52.9,0.004252
BTP071 - Prasanna Junction,"BTP024 - NPS, Vijayanagar",1011.7,1383.9,171.5,0.000722
BTP071 - Prasanna Junction,"BTP210 - 50th cross, 12th Main , Rajajinagar",1441.6,1643.6,268.4,0.000608
BTP071 - Prasanna Junction,"BTP062 - Basava Mantapa, Dr. Rajkumar Road",678.3,969.5,150.4,0.00103
BTP071 - Prasanna Junction,BTP074 - Leprosy Hospital Junction,1070.4,1249.6,159.4,0.0008
BTP071 - Prasanna Junction,BTP061 - Bhashyam Circle,1219.8,1382.3,214.4,0.000723
BTP071 - Prasanna Junction,BTP028 - Vijayanagar Bus Stand Junction,1527.2,1809.6,243.6,0.000552
BTP071 - Prasanna Junction,BTP010 - Rajajinagar Entrance,1237.1,1556.3,204.0,0.000642
BTP071 - Prasanna Junction,"BTP204 - ESI Hospital, Rajajinagar",1787.5,1988.8,304.2,0.000503
BTP071 - Prasanna Junction,"BTP170 - Dr. Bheem Rao Palace, Chord Road",1781.6,2285.0,271.1,0.000437
BTP071 - Prasanna Junction,"BTP015 - Suguna Hospital, Dr. Rajkumar Road",1689.6,2174.5,269.3,0.00046
BTP071 - Prasanna Junction,"BTP089 - Police Quarters, Sultan Road",1941.2,4090.2,496.5,0.000244
BTP071 - Prasanna Junction,BTP067 - Jai Muni Rao Circle,1108.0,1233.8,161.4,0.00081
BTP071 - Prasanna Junction,BTP018 - Dhobi Ghat Junction,1491.9,1917.1,219.8,0.000521
BTP071 - Prasanna Junction,BTP068 - Veeresh Theatre Junction,764.1,918.1,128.6,0.001088
BTP071 - Prasanna Junction,BTP214 - 5th Main Chamrajpet  Junction,1042.4,2265.9,381.7,0.000441
BTP071 - Prasanna Junction,"BTP093 - Toll Gate, Mysore Road",1736.4,2834.8,481.4,0.000353
BTP071 - Prasanna Junction,BTP006 - Navarang Bar Junction,1942.6,2207.4,320.0,0.000453
BTP071 - Prasanna Junction,BTP092 - Bangalore Builders Junction,1719.5,3490.7,502.2,0.000286
BTP071 - Prasanna Junction,"BTP025 - Puttamma Choultry, Nagarbhavi",1573.8,1828.0,273.4,0.000547
"BTP080 - NR Road, SP Road Junction","BTP168 - MSR Building, JC Road",377.6,1622.7,211.3,0.000616
"BTP080 - NR Road, SP Road Junction",BTP104 - Medical College Circle,890.7,2215.2,284.7,0.000451
"BTP080 - NR Road, SP Road Junction",BTP119 - Minerva Circle,1069.7,2580.5,299.9,0.000387
"BTP080 - NR Road, SP Road Junction",BTP121 - KH Circle,1598.5,2646.8,307.6,0.000378
"BTP080 - NR Road, SP Road Junction",BTP118 - Basappa Circle,921.1,2258.1,254.2,0.000443
"BTP080 - NR Road, SP Road Junction",BTP172 - Nanjappa Circle,1793.7,2233.7,314.4,0.000447
"BTP080 - NR Road, SP Road Junction","BTP099 - Cash Pharmacy, Residency Road",1929.5,3895.4,426.7,0.000257
"BTP080 - NR Road, SP Road Junction",BTP076 - Hudson Circle,732.7,870.0,115.2,0.001148
"BTP080 - NR Road, SP Road Junction",BTP079 - Town Hall Junction,179.9,1490.5,580.4,0.00067
"BTP080 - NR Road, SP Road Junction",BTP180 - Swagath Poornima Theatre,627.2,1351.2,173.2,0.00074
"BTP080 - NR Road, SP Road Junction",BTP192 - Urvashi Theater,930.5,1758.2,206.8,0.000568
"BTP080 - NR Road, SP Road Junction",BTP100 - Richmond Circle,1646.1,2234.2,294.4,0.000447
"BTP080 - NR Road, SP Road Junction",BTP037 - KR Circle,1398.2,2973.2,344.1,0.000336
"BTP080 - NR Road, SP Road Junction",BTP103 - Shanti Nagar TTMC,1486.0,2538.3,289.5,0.000394
"BTP080 - NR Road, SP Road Junction","BTP101 - Blood Bank Circle, KH Road",1435.9,1667.4,206.7,0.000599
"BTP080 - NR Road, SP Road Junction",BTP167 - JC Road Junction,711.7,1634.8,262.8,0.000611
"BTP080 - NR Road, SP Road Junction",BTP078 - NR Square Junction,292.9,1355.2,536.6,0.000737
"BTP080 - NR Road, SP Road Junction",BTP047 - Vidhan Soudha Metro Station,1993.1,2791.7,445.7,0.000358
"BTP080 - NR Road, SP Road Junction",BTP041 - Gopal Gowda Circle,1627.5,2100.5,291.8,0.000476
"BTP080 - NR Road, SP Road Junction",BTP052 - CID Carlton House Junction,1893.5,2929.5,353.0,0.000341
"BTP080 - NR Road, SP Road Junction",BTP106 - VV Puram College,1590.7,3356.8,400.6,0.000298
"BTP080 - NR Road, SP Road Junction",BTP085 - Briyand Circle,1493.8,2702.3,363.0,0.00037
"BTP080 - NR Road, SP Road Junction",BTP105 - Shivasankara Circle,1282.9,2842.4,342.5,0.000352
"BTP080 - NR Road, SP Road Junction",BTP212 - Minto Junction,1352.8,2886.4,335.8,0.000346
"BTP080 - NR Road, SP Road Junction",BTP075 - Police Corner,598.9,872.0,111.4,0.001145
"BTP080 - NR Road, SP Road Junction","BTP102 - BMTC Junction, KH Road",1449.2,2306.6,278.0,0.000433
"BTP080 - NR Road, SP Road Junction",BTP193 - Vasavi Circle,1764.1,3403.6,389.2,0.000294
"BTP080 - NR Road, SP Road Junction",BTP184 - Lalbagh West Gate,1804.1,2950.2,331.0,0.000339
"BTP080 - NR Road, SP Road Junction",BTP120 - Lalbagh Main Gate Junction,1154.6,2127.0,246.0,0.00047
"BTP080 - NR Road, SP Road Junction",BTP077 - Halasuru Gate Junction,497.5,646.7,92.0,0.001544
"BTP080 - NR Road, SP Road Junction",BTP203 - RRMR Junction,1179.9,2286.8,260.0,0.000437
"BTP080 - NR Road, SP Road Junction",BTP217 - Baleyele Junction,1679.0,3385.0,361.1,0.000295
"BTP080 - NR Road, SP Road Junction",BTP213 - Royan Circle,1671.2,2927.1,296.4,0.000342
"BTP168 - MSR Building, JC Road",BTP104 - Medical College Circle,851.0,1718.9,215.6,0.000581
"BTP168 - MSR Building, JC Road",BTP119 - Minerva Circle,791.0,1165.2,205.1,0.000857
"BTP168 - MSR Building, JC Road",BTP121 - KH Circle,1229.0,1898.2,241.2,0.000527
"BTP168 - MSR Building, JC Road",BTP118 - Basappa Circle,801.9,1068.9,182.9,0.000935
"BTP168 - MSR Building, JC Road",BTP172 - Nanjappa Circle,1648.1,2025.1,336.9,0.000494
"BTP168 - MSR Building, JC Road","BTP099 - Cash Pharmacy, Residency Road",1946.9,3774.6,445.0,0.000265
"BTP168 - MSR Building, JC Road",BTP076 - Hudson Circle,905.5,995.5,110.8,0.001004
"BTP168 - MSR Building, JC Road",BTP079 - Town Hall Junction,399.7,587.7,97.9,0.001699
"BTP168 - MSR Building, JC Road",BTP180 - Swagath Poornima Theatre,337.8,602.6,106.8,0.001657
"BTP168 - MSR Building, JC Road",BTP192 - Urvashi Theater,552.9,1009.6,140.4,0.00099
"BTP168 - MSR Building, JC Road",BTP100 - Richmond Circle,1525.7,2025.6,316.9,0.000493
"BTP168 - MSR Building, JC Road",BTP037 - KR Circle,1724.6,3098.7,339.7,0.000323
"BTP168 - MSR Building, JC Road",BTP103 - Shanti Nagar TTMC,1136.5,1789.7,223.1,0.000558
"BTP168 - MSR Building, JC Road","BTP101 - Blood Bank Circle, KH Road",1291.2,1458.8,229.2,0.000685
"BTP168 - MSR Building, JC Road",BTP167 - JC Road Junction,460.7,575.7,111.8,0.001734
"BTP168 - MSR Building, JC Road",BTP078 - NR Square Junction,535.7,736.9,104.2,0.001355
"BTP168 - MSR Building, JC Road",BTP122 - Siddapura Junction,1693.9,2480.4,315.5,0.000403
"BTP168 - MSR Building, JC Road",BTP041 - Gopal Gowda Circle,1905.3,2226.0,287.4,0.000449
"BTP168 - MSR Building, JC Road",BTP106 - VV Puram College,1408.4,2190.1,322.6,0.000456
"BTP168 - MSR Building, JC Road",BTP085 - Briyand Circle,1693.3,2206.0,293.9,0.000453
"BTP168 - MSR Building, JC Road",BTP105 - Shivasankara Circle,1195.7,1653.2,271.2,0.000605
"BTP168 - MSR Building, JC Road",BTP212 - Minto Junction,1399.2,1719.7,257.8,0.000581
"BTP168 - MSR Building, JC Road",BTP075 - Police Corner,879.3,997.6,107.0,0.001001
"BTP168 - MSR Building, JC Road","BTP102 - BMTC Junction, KH Road",1129.6,2098.0,300.5,0.000476
"BTP168 - MSR Building, JC Road",BTP193 - Vasavi Circle,1503.8,2214.4,317.9,0.000451
"BTP168 - MSR Building, JC Road",BTP184 - Lalbagh West Gate,1485.5,2201.6,264.6,0.000454
"BTP168 - MSR Building, JC Road",BTP120 - Lalbagh Main Gate Junction,789.2,1378.4,179.6,0.000725
"BTP168 - MSR Building, JC Road",BTP077 - Halasuru Gate Junction,692.8,772.3,87.6,0.001293
"BTP168 - MSR Building, JC Road",BTP203 - RRMR Junction,1225.7,2412.3,255.6,0.000414
"BTP168 - MSR Building, JC Road",BTP217 - Baleyele Junction,1662.8,2888.7,292.0,0.000346
"BTP168 - MSR Building, JC Road",BTP185 - RV Teachers College,1885.0,2630.6,309.0,0.00038
"BTP168 - MSR Building, JC Road",BTP107 - National College Junction,1832.5,2876.1,419.1,0.000348
"BTP168 - MSR Building, JC Road",BTP213 - Royan Circle,1741.2,2430.8,227.3,0.000411
"BTP226 - 33rd Cross, 11th Main, Jayanagar",BTP218 - Syndicate Bank Junction,981.2,1769.3,251.9,0.000565
"BTP226 - 33rd Cross, 11th Main, Jayanagar",BTP225 - Geetha Junction,269.4,441.0,70.9,0.002262
"BTP226 - 33rd Cross, 11th Main, Jayanagar",BTP219 - Canara Bank Junction,594.7,1221.4,196.9,0.000818
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP115 - Sahasra Hospital, Jayanagar",1601.5,2347.0,272.0,0.000426
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP197 - 9th Cross, 24th Main, JP Nagar",1599.1,1771.2,217.5,0.000564
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP113 - 27th Cross, Pai Vista, KR Road",1647.0,2484.8,307.8,0.000402
"BTP226 - 33rd Cross, 11th Main, Jayanagar",BTP196 - Sarakki Main Road,1838.8,3080.1,361.1,0.000325
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP177 - Aurobindo Circle, ORR",1036.6,1221.4,158.2,0.000818
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",1243.6,1982.5,245.9,0.000504
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP191 - 40th Cross, 4th Main, Jayanagar",746.4,1121.1,163.4,0.000891
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP202 - East End Main Road, Jayanagar",1570.2,2306.1,335.4,0.000433
"BTP226 - 33rd Cross, 11th Main, Jayanagar",BTP216 - Yediyur Junction,1647.7,2040.4,284.1,0.00049
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP186 - 9th Cross, 4th Main, Jayanagar",1517.5,1830.2,316.5,0.000546
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP190 - 36th Cross, 4th Main, Jayanagar",600.8,926.8,162.0,0.001078
"BTP226 - 33rd Cross, 11th Main, Jayanagar",BTP187 - South End Circle,1343.5,1849.1,253.8,0.000541
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP189 - New Diagonal Road, Jayanagar",587.5,745.2,124.0,0.00134
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP114 - KR Road Junction, Near JSS",1176.6,1582.1,274.6,0.000632
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP127 - Sagar Hospital, Jayanagar",1385.9,1581.6,284.1,0.000632
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP110 - Bharathi Nursing Home, Basavanagudi",1929.3,2454.7,330.0,0.000407
"BTP226 - 33rd Cross, 11th Main, Jayanagar",BTP128 - Gorappanapalya Junction,1712.6,2291.2,333.2,0.000436
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP179 - 9th Block, 28th Main, Jayanagar",1429.9,2147.8,251.9,0.000465
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP188 - 27th Cross, 4th Main, Jayanagar",689.6,949.1,137.2,0.001053
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP178 - 18th Main, Marenahalli",1090.7,2224.9,267.8,0.000449
"BTP226 - 33rd Cross, 11th Main, Jayanagar","BTP112 - 14th Cross, KR Road",1399.1,1748.1,275.7,0.000572
BTP218 - Syndicate Bank Junction,BTP225 - Geetha Junction,721.5,860.4,101.2,0.001161
BTP218 - Syndicate Bank Junction,BTP215 - Vanivillas Junction,1997.2,3370.6,404.6,0.000297
BTP218 - Syndicate Bank Junction,BTP219 - Canara Bank Junction,390.0,1744.0,234.9,0.000573
BTP218 - Syndicate Bank Junction,BTP108 - Tagore Park Junction,1743.3,3115.8,372.9,0.000321
BTP218 - Syndicate Bank Junction,BTP122 - Siddapura Junction,1775.0,3108.2,375.5,0.000322
BTP218 - Syndicate Bank Junction,BTP109 - Dewan Madhava Rao Junction,1471.5,2714.1,352.5,0.000368
BTP218 - Syndicate Bank Junction,"BTP191 - 40th Cross, 4th Main, Jayanagar",1637.8,2193.8,257.8,0.000456
BTP218 - Syndicate Bank Junction,BTP216 - Yediyur Junction,900.3,2079.1,285.8,0.000481
BTP218 - Syndicate Bank Junction,"BTP186 - 9th Cross, 4th Main, Jayanagar",540.7,1633.2,260.8,0.000612
BTP218 - Syndicate Bank Junction,"BTP190 - 36th Cross, 4th Main, Jayanagar",1387.1,1999.5,256.4,0.0005
BTP218 - Syndicate Bank Junction,BTP187 - South End Circle,414.9,1509.8,219.9,0.000662
BTP218 - Syndicate Bank Junction,BTP193 - Vasavi Circle,1874.6,3208.6,382.1,0.000312
BTP218 - Syndicate Bank Junction,BTP184 - Lalbagh West Gate,1598.2,3685.0,465.2,0.000271
BTP218 - Syndicate Bank Junction,"BTP189 - New Diagonal Road, Jayanagar",834.5,1446.0,161.1,0.000691
BTP218 - Syndicate Bank Junction,"BTP114 - KR Road Junction, Near JSS",1553.7,2500.1,343.2,0.0004
BTP218 - Syndicate Bank Junction,"BTP127 - Sagar Hospital, Jayanagar",1673.7,2234.0,311.5,0.000447
BTP218 - Syndicate Bank Junction,"BTP110 - Bharathi Nursing Home, Basavanagudi",1349.9,2493.5,331.7,0.000401
BTP218 - Syndicate Bank Junction,"BTP188 - 27th Cross, 4th Main, Jayanagar",695.5,1486.3,170.4,0.000672
BTP218 - Syndicate Bank Junction,BTP185 - RV Teachers College,1172.8,3340.7,401.8,0.000299
BTP218 - Syndicate Bank Junction,"BTP112 - 14th Cross, KR Road",1353.2,2488.4,315.8,0.000402
BTP211 - Central Street Junction,BTP166 - Coffee Board Junction,1002.8,2180.6,306.8,0.000458
BTP211 - Central Street Junction,"BTP099 - Cash Pharmacy, Residency Road",1620.9,2670.3,359.1,0.000374
BTP211 - Central Street Junction,BTP037 - KR Circle,1984.3,3269.6,371.1,0.000306
BTP211 - Central Street Junction,BTP173 - TMC,526.3,1209.7,179.6,0.000826
BTP211 - Central Street Junction,BTP042 - Minsk Square Junction (CTO),594.0,1405.0,194.8,0.000711
BTP211 - Central Street Junction,BTP047 - Vidhan Soudha Metro Station,1249.0,2783.1,419.5,0.000359
BTP211 - Central Street Junction,BTP041 - Gopal Gowda Circle,1580.7,2091.9,259.8,0.000478
BTP211 - Central Street Junction,"BTP033 - Sophia High School, Sankey Road",1785.0,2822.1,325.6,0.000354
BTP211 - Central Street Junction,BTP052 - CID Carlton House Junction,1738.0,2690.4,334.1,0.000372
BTP211 - Central Street Junction,BTP171 - Indian Express (Balekundri),614.9,885.1,213.6,0.001129
BTP211 - Central Street Junction,BTP036 - Police Thimmaiah Circle (GPO),1022.5,1487.1,197.4,0.000672
BTP211 - Central Street Junction,BTP035 - Basaweshwara Circle (LH) Junction,1662.7,2184.3,259.4,0.000458
BTP225 - Geetha Junction,BTP219 - Canara Bank Junction,346.3,1287.0,199.8,0.000776
BTP225 - Geetha Junction,"BTP115 - Sahasra Hospital, Jayanagar",1794.3,2561.7,316.7,0.00039
BTP225 - Geetha Junction,"BTP197 - 9th Cross, 24th Main, JP Nagar",1866.8,2271.8,271.4,0.00044
BTP225 - Geetha Junction,"BTP113 - 27th Cross, Pai Vista, KR Road",1832.1,2699.5,352.5,0.00037
BTP225 - Geetha Junction,"BTP177 - Aurobindo Circle, ORR",1305.6,1722.1,212.1,0.00058
BTP225 - Geetha Junction,"BTP176 - Rajalakshmi Kalyana Mantapa, JP Nagar",1474.6,2197.2,290.6,0.000455
BTP225 - Geetha Junction,"BTP191 - 40th Cross, 4th Main, Jayanagar",998.1,1335.8,208.1,0.000748
BTP225 - Geetha Junction,"BTP202 - East End Main Road, Jayanagar",1730.6,2709.5,365.1,0.000369
BTP225 - Geetha Junction,BTP216 - Yediyur Junction,1454.1,2106.0,287.0,0.000475
BTP225 - Geetha Junction,"BTP186 - 9th Cross, 4th Main, Jayanagar",1261.3,1895.8,319.4,0.000527
BTP225 - Geetha Junction,"BTP190 - 36th Cross, 4th Main, Jayanagar",810.8,1141.4,206.7,0.000875
BTP225 - Geetha Junction,BTP187 - South End Circle,1101.2,1914.7,256.7,0.000522
BTP225 - Geetha Junction,"BTP189 - New Diagonal Road, Jayanagar",561.5,989.0,126.0,0.00101
BTP225 - Geetha Junction,"BTP114 - KR Road Junction, Near JSS",1272.4,2043.2,308.1,0.000489
BTP225 - Geetha Junction,"BTP127 - Sagar Hospital, Jayanagar",1342.2,1785.9,288.2,0.00056
BTP225 - Geetha Junction,"BTP110 - Bharathi Nursing Home, Basavanagudi",1784.4,2520.3,332.9,0.000397
BTP225 - Geetha Junction,BTP128 - Gorappanapalya Junction,1802.2,2885.5,346.1,0.000346
BTP225 - Geetha Junction,"BTP179 - 9th Block, 28th Main, Jayanagar",1612.0,2525.8,292.6,0.000396
BTP225 - Geetha Junction,"BTP188 - 27th Cross, 4th Main, Jayanagar",594.0,1029.3,135.3,0.000971
BTP225 - Geetha Junction,BTP185 - RV Teachers College,1890.4,3367.5,403.0,0.000297
BTP225 - Geetha Junction,"BTP178 - 18th Main, Marenahalli",1333.5,2602.9,308.5,0.000384
BTP225 - Geetha Junction,"BTP112 - 14th Cross, KR Road",1377.1,2031.4,280.7,0.000492
BTP166 - Coffee Board Junction,"BTP099 - Cash Pharmacy, Residency Road",1872.0,2257.2,311.9,0.000443
BTP166 - Coffee Board Junction,BTP076 - Hudson Circle,1971.4,2629.1,319.2,0.00038
BTP166 - Coffee Board Junction,BTP037 - KR Circle,1258.4,2705.7,307.5,0.000369
BTP166 - Coffee Board Junction,BTP173 - TMC,555.1,645.7,112.5,0.001546
BTP166 - Coffee Board Junction,BTP042 - Minsk Square Junction (CTO),610.5,841.0,131.2,0.001188
BTP166 - Coffee Board Junction,BTP047 - Vidhan Soudha Metro Station,599.0,1909.1,333.0,0.000524
BTP166 - Coffee Board Junction,BTP041 - Gopal Gowda Circle,955.8,1217.9,173.3,0.00082
BTP166 - Coffee Board Junction,"BTP033 - Sophia High School, Sankey Road",868.8,1583.6,241.2,0.000631
BTP166 - Coffee Board Junction,BTP052 - CID Carlton House Junction,856.1,2126.5,270.5,0.00047
BTP166 - Coffee Board Junction,BTP171 - Indian Express (Balekundri),491.1,1539.0,266.3,0.000649
BTP166 - Coffee Board Junction,BTP036 - Police Thimmaiah Circle (GPO),429.9,613.0,110.9,0.001629
BTP166 - Coffee Board Junction,BTP075 - Police Corner,1989.1,2618.2,324.8,0.000382
BTP166 - Coffee Board Junction,BTP203 - RRMR Junction,1945.5,2702.1,311.2,0.00037
BTP166 - Coffee Board Junction,BTP053 - Three Let Junction,1366.2,2348.1,270.8,0.000426
BTP166 - Coffee Board Junction,BTP035 - Basaweshwara Circle (LH) Junction,669.9,1620.4,195.8,0.000617
BTP104 - Medical College Circle,BTP119 - Minerva Circle,638.3,1502.8,243.0,0.000665
BTP104 - Medical College Circle,BTP215 - Vanivillas Junction,1646.9,2588.4,293.9,0.000386
BTP104 - Medical College Circle,BTP121 - KH Circle,1720.0,2413.9,313.4,0.000414
BTP104 - Medical College Circle,BTP118 - Basappa Circle,186.5,332.0,76.7,0.003003
BTP104 - Medical College Circle,BTP076 - Hudson Circle,1622.6,2418.7,257.8,0.000413
BTP104 - Medical College Circle,BTP079 - Town Hall Junction,1056.7,1800.4,227.1,0.000555
BTP104 - Medical College Circle,BTP180 - Swagath Poornima Theatre,1164.3,2247.2,314.2,0.000445
BTP104 - Medical College Circle,BTP192 - Urvashi Theater,1075.7,1974.6,303.4,0.000506
BTP104 - Medical College Circle,BTP108 - Tagore Park Junction,1829.8,2333.6,262.2,0.000428
BTP104 - Medical College Circle,BTP103 - Shanti Nagar TTMC,1745.1,2305.3,289.1,0.000434
BTP104 - Medical College Circle,BTP167 - JC Road Junction,523.8,1272.7,184.1,0.000785
BTP104 - Medical College Circle,BTP078 - NR Square Junction,1183.3,1949.5,233.4,0.000513
BTP104 - Medical College Circle,BTP106 - VV Puram College,780.4,1113.5,151.2,0.000897
BTP104 - Medical College Circle,BTP085 - Briyand Circle,1058.0,1828.8,267.9,0.000547
BTP104 - Medical College Circle,"BTP089 - Police Quarters, Sultan Road",1426.2,1589.6,212.1,0.000629
BTP104 - Medical College Circle,BTP105 - Shivasankara Circle,397.3,616.7,130.2,0.001619
BTP104 - Medical College Circle,BTP212 - Minto Junction,570.3,643.1,86.4,0.001553
BTP104 - Medical College Circle,BTP075 - Police Corner,1470.8,2420.7,254.0,0.000413
BTP104 - Medical College Circle,"BTP102 - BMTC Junction, KH Road",1823.1,3896.2,431.2,0.000257
BTP104 - Medical College Circle,BTP193 - Vasavi Circle,1086.0,1426.8,211.3,0.0007
BTP104 - Medical College Circle,BTP184 - Lalbagh West Gate,1296.3,1845.5,266.7,0.000542
BTP104 - Medical College Circle,BTP120 - Lalbagh Main Gate Junction,1041.8,1894.1,251.8,0.000528
BTP104 - Medical College Circle,BTP077 - Halasuru Gate Junction,1387.2,2195.4,234.6,0.000455
BTP104 - Medical College Circle,BTP217 - Baleyele Junction,813.5,1053.1,137.6,0.000949
BTP104 - Medical College Circle,BTP185 - RV Teachers College,1724.3,1980.9,253.0,0.000505
BTP104 - Medical College Circle,BTP107 - National College Junction,1244.6,1799.5,247.7,0.000555
BTP104 - Medical College Circle,BTP213 - Royan Circle,916.8,971.4,118.6,0.001028
BTP119 - Minerva Circle,BTP215 - Vanivillas Junction,1491.3,2113.0,233.5,0.000473
BTP119 - Minerva Circle,BTP121 - KH Circle,1142.2,1667.3,197.2,0.000599
BTP119 - Minerva Circle,BTP118 - Basappa Circle,453.4,575.0,70.7,0.001736
BTP119 - Minerva Circle,BTP076 - Hudson Circle,1696.5,1851.7,197.8,0.00054
BTP119 - Minerva Circle,BTP079 - Town Hall Junction,1166.7,1443.9,184.9,0.000692
BTP119 - Minerva Circle,BTP180 - Swagath Poornima Theatre,953.9,1500.7,198.0,0.000666
BTP119 - Minerva Circle,BTP192 - Urvashi Theater,628.8,1228.0,187.2,0.000814
BTP119 - Minerva Circle,BTP108 - Tagore Park Junction,1585.0,2049.4,225.0,0.000488
