id,cluster_id
FKID036285,-1
FKID036286,0
FKID036287,143
FKID036288,0
FKID036289,6
FKID036290,-1
FKID036291,-1
FKID036292,-1
FKID036293,-1
FKID036294,0
FKID036295,143
FKID036296,-1
FKID036297,0
FKID036298,-1
FKID036299,0
FKID036300,12
FKID036301,24
FKID036302,0
FKID036303,12
FKID036304,0
FKID036305,12
FKID036306,12
FKID036307,0
FKID036308,12
FKID036309,73
FKID036310,12
FKID036311,73
FKID036312,-1
FKID036313,73
FKID036314,24
FKID036315,0
FKID036316,12
FKID036317,0
FKID036318,-1
FKID036319,0
FKID036320,12
FKID036321,0
FKID036322,12
FKID036323,21
FKID036324,21
FKID036325,0
FKID036326,12
FKID036327,12
FKID036328,21
FKID036329,0
FKID036330,0
FKID036331,12
FKID036332,0
FKID036333,0
FKID036334,-1
FKID036335,88
FKID036336,21
FKID036337,21
FKID036338,12
FKID036339,-1
FKID036340,0
FKID036341,12
FKID036342,0
FKID036343,34
FKID036344,12
FKID036345,113
FKID036346,12
FKID036347,12
FKID036348,12
FKID036349,12
FKID036350,76
FKID036351,12
FKID036352,12
FKID036353,12
FKID036354,34
FKID036355,114
FKID036356,6
FKID036357,6
FKID036358,114
FKID036359,-1
FKID036360,12
FKID036361,5
FKID036362,114
FKID036363,12
FKID036364,34
FKID036365,-1
FKID036366,19
FKID036367,12
FKID036368,12
FKID036369,101
FKID036370,9
FKID036371,12
FKID036372,12
FKID036373,34
FKID036374,34
FKID036375,12
FKID036376,56
FKID036377,12
FKID036378,60
FKID036379,60
FKID036380,12
FKID036381,60
FKID036382,60
FKID036383,60
FKID036384,60
FKID036385,60
FKID036386,0
FKID036387,60
FKID036388,0
FKID036389,0
FKID036390,0
FKID036391,0
FKID036392,23
FKID036393,12
FKID036394,23
FKID036395,23
FKID036396,23
FKID036397,23
FKID036398,19
FKID036399,19
FKID036400,12
FKID036401,12
FKID036402,12
FKID036403,49
FKID036404,19
FKID036405,0
FKID036406,23
FKID036407,49
FKID036408,24
FKID036409,75
FKID036410,0
FKID036411,23
FKID036412,23
FKID036413,0
FKID036414,23
FKID036415,88
FKID036416,19
FKID036417,101
FKID036418,101
FKID036419,101
FKID036420,101
FKID036421,101
FKID036422,101
FKID036423,101
FKID036424,101
FKID036425,0
FKID036426,-1
FKID036427,101
FKID036428,101
FKID036429,101
FKID036430,101
FKID036431,101
FKID036432,0
FKID036433,101
FKID036434,19
FKID036435,19
FKID036436,0
FKID036437,23
FKID036438,12
FKID036439,-1
FKID036440,19
FKID036441,19
FKID036442,19
FKID036443,19
FKID036444,19
FKID036445,9
FKID036446,12
FKID036447,4
FKID036448,12
FKID036449,9
FKID036450,9
FKID036451,12
FKID036452,12
FKID036453,12
FKID036454,94
FKID036455,9
FKID036456,0
FKID036457,0
FKID036458,9
FKID036459,12
FKID036460,23
FKID036461,0
FKID036462,23
FKID036463,-1
FKID036464,34
FKID036465,0
FKID036466,9
FKID036467,65
FKID036468,12
FKID036469,65
FKID036470,12
FKID036471,24
FKID036472,23
FKID036473,9
FKID036474,12
FKID036475,12
FKID036476,2
FKID036477,9
FKID036478,24
FKID036479,0
FKID036480,23
FKID036481,94
FKID036482,65
FKID036483,9
FKID036484,23
FKID036485,-1
FKID036486,41
FKID036487,23
FKID036488,0
FKID036489,-1
FKID036490,23
FKID036491,23
FKID036492,23
FKID036493,15
FKID036494,4
FKID036495,15
FKID036496,15
FKID036497,15
FKID036498,15
FKID036499,15
FKID036500,60
FKID036501,60
FKID036502,60
FKID036503,60
FKID036504,65
FKID036505,60
FKID036506,60
FKID036507,60
FKID036508,60
FKID036509,65
FKID036510,60
FKID036511,60
FKID036512,60
FKID036513,100
FKID036514,15
FKID036515,60
FKID036516,65
FKID036517,15
FKID036518,15
FKID036519,140
FKID036520,46
FKID036521,15
FKID036522,6
FKID036523,15
FKID036524,5
FKID036525,147
FKID036526,5
FKID036527,15
FKID036528,63
FKID036529,147
FKID036530,0
FKID036531,5
FKID036532,-1
FKID036533,0
FKID036534,5
FKID036535,147
FKID036536,0
FKID036537,0
FKID036538,0
FKID036539,0
FKID036540,0
FKID036541,0
FKID036542,0
FKID036543,58
FKID036544,8
FKID036545,4
FKID036546,147
FKID036547,4
FKID036548,8
FKID036549,147
FKID036550,147
FKID036551,4
FKID036552,34
FKID036553,0
FKID036554,34
FKID036555,34
FKID036556,4
FKID036557,147
FKID036558,4
FKID036559,58
FKID036560,147
FKID036561,4
FKID036562,147
FKID036563,4
FKID036564,4
FKID036565,4
FKID036566,8
FKID036567,0
FKID036568,8
FKID036569,8
FKID036570,0
FKID036571,0
FKID036572,147
FKID036573,8
FKID036574,0
FKID036575,8
FKID036576,8
FKID036577,0
FKID036578,0
FKID036579,69
FKID036580,0
FKID036581,0
FKID036582,0
FKID036583,6
FKID036584,56
FKID036585,56
FKID036586,56
FKID036587,0
FKID036588,51
FKID036589,0
FKID036590,0
FKID036591,0
FKID036592,0
FKID036593,0
FKID036594,0
FKID036595,0
FKID036596,51
FKID036597,46
FKID036598,0
FKID036599,153
FKID036600,0
FKID036601,0
FKID036602,153
FKID036603,0
FKID036604,122
FKID036605,0
FKID036606,153
FKID036607,0
FKID036608,12
FKID036609,153
FKID036610,0
FKID036611,0
FKID036612,58
FKID036613,0
FKID036614,58
FKID036615,0
FKID036616,0
FKID036617,24
FKID036618,0
FKID036619,0
FKID036620,-1
FKID036621,12
FKID036622,0
FKID036623,56
FKID036624,0
FKID036625,153
FKID036626,153
FKID036627,-1
FKID036628,153
FKID036629,-1
FKID036630,-1
FKID036631,0
FKID036632,56
FKID036633,12
FKID036634,-1
FKID036635,-1
FKID036636,-1
FKID036637,-1
FKID036638,-1
FKID036639,12
FKID036640,-1
FKID036641,4
FKID036642,46
FKID036643,-1
FKID036644,12
FKID036645,49
FKID036646,126
FKID036647,24
FKID036648,24
FKID036649,12
FKID036650,0
FKID036651,-1
FKID036652,0
FKID036653,34
FKID036654,2
FKID036655,46
FKID036656,2
FKID036657,69
FKID036658,54
FKID036659,2
FKID036660,-1
FKID036661,6
FKID036662,-1
FKID036663,4
FKID036664,4
FKID036665,4
FKID036666,12
FKID036667,4
FKID036668,12
FKID036669,12
FKID036670,12
FKID036671,12
FKID036672,12
FKID036673,12
FKID036674,-1
FKID036675,6
FKID036676,12
FKID036677,0
FKID036678,24
FKID036679,24
FKID036680,24
FKID036681,24
FKID036682,24
FKID036683,-1
FKID036684,132
FKID036685,-1
FKID036686,0
FKID036687,0
FKID036688,-1
FKID036689,0
FKID036690,24
FKID036691,0
FKID036692,24
FKID036693,0
FKID036694,0
FKID036695,0
FKID036696,6
FKID036697,0
FKID036698,-1
FKID036699,7
FKID036700,0
FKID036701,-1
FKID036702,-1
FKID036703,12
FKID036704,85
FKID036705,56
FKID036706,56
FKID036707,56
FKID036708,56
FKID036709,56
FKID036710,56
FKID036711,56
FKID036712,56
FKID036713,12
FKID036714,56
FKID036715,56
FKID036716,56
FKID036717,12
FKID036718,12
FKID036719,12
FKID036720,12
FKID036721,2
FKID036722,54
FKID036723,85
FKID036724,85
FKID036725,0
FKID036726,12
FKID036727,4
FKID036728,0
FKID036729,0
FKID036730,85
FKID036731,0
FKID036732,108
FKID036733,0
FKID036734,0
FKID036735,0
FKID036736,0
FKID036737,54
FKID036738,0
FKID036739,85
FKID036740,2
FKID036741,0
FKID036742,0
FKID036743,69
FKID036744,69
FKID036745,69
FKID036746,69
FKID036747,69
FKID036748,56
FKID036749,54
FKID036750,56
FKID036751,56
FKID036752,56
FKID036753,56
FKID036754,56
FKID036755,56
FKID036756,56
FKID036757,56
FKID036758,56
FKID036759,56
FKID036760,56
FKID036761,12
FKID036762,4
FKID036763,0
FKID036764,143
FKID036765,54
FKID036766,54
FKID036767,54
FKID036768,7
FKID036769,16
FKID036770,76
FKID036771,76
FKID036772,76
FKID036773,76
FKID036774,76
FKID036775,76
FKID036776,4
FKID036777,-1
FKID036778,12
FKID036779,54
FKID036780,54
FKID036781,0
FKID036782,0
FKID036783,54
FKID036784,2
FKID036785,54
FKID036786,12
FKID036787,54
FKID036788,54
FKID036789,54
FKID036790,54
FKID036791,-1
FKID036792,-1
FKID036793,0
FKID036794,54
FKID036795,54
FKID036796,12
FKID036797,54
FKID036798,-1
FKID036799,2
FKID036800,12
FKID036801,12
FKID036802,0
FKID036803,55
FKID036804,136
FKID036805,136
FKID036806,136
FKID036807,-1
FKID036808,-1
FKID036809,4
FKID036810,15
FKID036811,12
FKID036812,77
FKID036813,77
FKID036814,76
FKID036815,76
FKID036816,12
FKID036817,12
FKID036818,-1
FKID036819,4
FKID036820,56
FKID036821,0
FKID036822,12
FKID036823,51
FKID036824,51
FKID036825,51
FKID036826,0
FKID036827,36
FKID036828,36
FKID036829,2
FKID036830,0
FKID036831,9
FKID036832,60
FKID036833,26
FKID036834,111
FKID036835,-1
FKID036836,60
FKID036837,60
FKID036838,60
FKID036839,60
FKID036840,60
FKID036841,60
FKID036842,60
FKID036843,12
FKID036844,49
FKID036845,-1
FKID036846,77
FKID036847,77
FKID036848,-1
FKID036849,-1
FKID036850,-1
FKID036851,-1
FKID036852,-1
FKID036853,-1
FKID036854,12
FKID036855,12
FKID036856,-1
FKID036857,-1
FKID036858,-1
FKID036859,-1
FKID036860,-1
FKID036861,12
FKID036862,12
FKID036863,12
FKID036864,12
FKID036865,12
FKID036866,12
FKID036867,12
FKID036868,12
FKID036869,12
FKID036870,12
FKID036871,12
FKID036872,12
FKID036873,12
FKID036874,12
FKID036875,12
FKID036876,12
FKID036877,12
FKID036878,12
FKID036879,12
FKID036880,12
FKID036881,12
FKID036882,12
FKID036883,12
FKID036884,12
FKID036885,12
FKID036886,12
FKID036887,12
FKID036888,12
FKID036889,12
FKID036890,12
FKID036891,12
FKID036892,12
FKID036893,2
FKID036894,2
FKID036895,12
FKID036896,2
FKID036897,12
FKID036898,12
FKID036899,12
FKID036900,9
FKID036901,9
FKID036902,-1
FKID036903,-1
FKID036904,9
FKID036905,-1
FKID036906,69
FKID036907,-1
FKID036908,-1
FKID036909,-1
FKID036910,-1
FKID036911,45
FKID036912,45
FKID036913,45
FKID036914,12
FKID036915,12
FKID036916,-1
FKID036917,12
FKID036918,12
FKID036919,12
FKID036920,-1
FKID036921,-1
FKID036922,0
FKID036923,0
FKID036924,37
FKID036925,45
FKID036926,69
FKID036927,0
FKID036928,0
FKID036929,32
FKID036930,-1
FKID036931,34
FKID036932,12
FKID036933,12
FKID036934,73
FKID036935,12
FKID036936,-1
FKID036937,0
FKID036938,48
FKID036939,37
FKID036940,9
FKID036941,0
FKID036942,-1
FKID036943,0
FKID036944,12
FKID036945,12
FKID036946,12
FKID036947,-1
FKID036948,9
FKID036949,-1
FKID036950,62
FKID036951,-1
FKID036952,23
FKID036953,23
FKID036954,-1
FKID036955,34
FKID036956,-1
FKID036957,69
FKID036958,34
FKID036959,69
FKID036960,7
FKID036961,23
FKID036962,12
FKID036963,34
FKID036964,34
FKID036965,12
FKID036966,12
FKID036967,34
FKID036968,69
FKID036969,34
FKID036970,-1
FKID036971,34
FKID036972,-1
FKID036973,-1
FKID036974,34
FKID036975,12
FKID036976,12
FKID036977,-1
FKID036978,0
FKID036979,8
FKID036980,45
FKID036981,48
FKID036982,-1
FKID036983,0
FKID036984,32
FKID036985,32
FKID036986,0
FKID036987,0
FKID036988,12
FKID036989,12
FKID036990,12
FKID036991,12
FKID036992,12
FKID036993,12
FKID036994,12
FKID036995,12
FKID036996,12
FKID036997,12
FKID036998,12
FKID036999,12
FKID037000,12
FKID037001,65
FKID037002,-1
FKID037003,45
FKID037004,45
FKID037005,45
FKID037006,12
FKID037007,-1
FKID037008,45
FKID037009,45
FKID037010,2
FKID037011,45
FKID037012,2
FKID037013,96
FKID037014,96
FKID037015,96
FKID037016,96
FKID037017,-1
FKID037018,-1
FKID037019,0
FKID037020,0
FKID037021,0
FKID037022,65
FKID037023,65
FKID037024,14
FKID037025,-1
FKID037026,12
FKID037027,14
FKID037028,0
FKID037029,12
FKID037030,69
FKID037031,14
FKID037032,57
FKID037033,69
FKID037034,12
FKID037035,14
FKID037036,12
FKID037037,-1
FKID037038,34
FKID037039,12
FKID037040,-1
FKID037041,0
FKID037042,12
FKID037043,106
FKID037044,106
FKID037045,106
FKID037046,106
FKID037047,57
FKID037048,51
FKID037049,32
FKID037050,51
FKID037051,51
FKID037052,12
FKID037053,-1
FKID037054,132
FKID037055,0
FKID037056,106
FKID037057,106
FKID037058,106
FKID037059,106
FKID037060,106
FKID037061,106
FKID037062,106
FKID037063,106
FKID037064,12
FKID037065,106
FKID037066,0
FKID037067,0
FKID037068,32
FKID037069,57
FKID037070,6
FKID037071,49
FKID037072,79
FKID037073,79
FKID037074,100
FKID037075,12
FKID037076,106
FKID037077,0
FKID037078,102
FKID037079,-1
FKID037080,106
FKID037081,57
FKID037082,-1
FKID037083,-1
FKID037084,5
FKID037085,57
FKID037086,119
FKID037087,106
FKID037088,106
FKID037089,106
FKID037090,49
FKID037091,106
FKID037092,57
FKID037093,132
FKID037094,132
FKID037095,132
FKID037096,132
FKID037097,132
FKID037098,82
FKID037099,57
FKID037100,132
FKID037101,132
FKID037102,57
FKID037103,0
FKID037104,106
FKID037105,6
FKID037106,0
FKID037107,12
FKID037108,12
FKID037109,12
FKID037110,49
FKID037111,-1
FKID037112,-1
FKID037113,-1
FKID037114,57
FKID037115,0
FKID037116,0
FKID037117,0
FKID037118,0
FKID037119,0
FKID037120,57
FKID037121,0
FKID037122,32
FKID037123,0
FKID037124,49
FKID037125,12
FKID037126,0
FKID037127,4
FKID037128,0
FKID037129,0
FKID037130,65
FKID037131,0
FKID037132,89
FKID037133,-1
FKID037134,89
FKID037135,89
FKID037136,89
FKID037137,0
FKID037138,0
FKID037139,32
FKID037140,106
FKID037141,-1
FKID037142,0
FKID037143,28
FKID037144,-1
FKID037145,49
FKID037146,-1
FKID037147,38
FKID037148,0
FKID037149,-1
FKID037150,28
FKID037151,0
FKID037152,15
FKID037153,0
FKID037154,6
FKID037155,22
FKID037156,-1
FKID037157,4
FKID037158,-1
FKID037159,0
FKID037160,22
FKID037161,-1
FKID037162,-1
FKID037163,-1
FKID037164,-1
FKID037165,22
FKID037166,119
FKID037167,0
FKID037168,12
FKID037169,113
FKID037170,4
FKID037171,7
FKID037172,89
FKID037173,89
FKID037174,89
FKID037175,28
FKID037176,4
FKID037177,4
FKID037178,-1
FKID037179,72
FKID037180,-1
FKID037181,-1
FKID037182,-1
FKID037183,-1
FKID037184,101
FKID037185,-1
FKID037186,-1
FKID037187,100
FKID037188,4
FKID037189,0
FKID037190,4
FKID037191,16
FKID037192,-1
FKID037193,-1
FKID037194,4
FKID037195,28
FKID037196,4
FKID037197,12
FKID037198,-1
FKID037199,22
FKID037200,-1
FKID037201,-1
FKID037202,12
FKID037203,-1
FKID037204,-1
FKID037205,4
FKID037206,4
FKID037207,-1
FKID037208,-1
FKID037209,12
FKID037210,-1
FKID037211,-1
FKID037212,-1
FKID037213,12
FKID037214,0
FKID037215,7
FKID037216,0
FKID037217,32
FKID037218,32
FKID037219,32
FKID037220,32
FKID037221,106
FKID037222,23
FKID037223,7
FKID037224,12
FKID037225,32
FKID037226,12
FKID037227,-1
FKID037228,-1
FKID037229,9
FKID037230,0
FKID037231,12
FKID037232,-1
FKID037233,12
FKID037234,28
FKID037235,8
FKID037236,140
FKID037237,-1
FKID037238,0
FKID037239,12
FKID037240,12
FKID037241,-1
FKID037242,-1
FKID037243,65
FKID037244,0
FKID037245,0
FKID037246,0
FKID037247,23
FKID037248,-1
FKID037249,12
FKID037250,0
FKID037251,0
FKID037252,0
FKID037253,0
FKID037254,-1
FKID037255,0
FKID037256,0
FKID037257,0
FKID037258,0
FKID037259,0
FKID037260,0
FKID037261,0
FKID037262,0
FKID037263,0
FKID037264,-1
FKID037265,-1
FKID037266,0
FKID037267,0
FKID037268,0
FKID037269,0
FKID037270,0
FKID037271,-1
FKID037272,65
FKID037273,113
FKID037274,113
FKID037275,7
FKID037276,113
FKID037277,23
FKID037278,7
FKID037279,6
FKID037280,0
FKID037281,4
FKID037282,0
FKID037283,-1
FKID037284,-1
FKID037285,0
FKID037286,0
FKID037287,65
FKID037288,0
FKID037289,0
FKID037290,0
FKID037291,0
FKID037292,0
FKID037293,0
FKID037294,0
FKID037295,0
FKID037296,0
FKID037297,0
FKID037298,0
FKID037299,0
FKID037300,7
FKID037301,7
FKID037302,0
FKID037303,0
FKID037304,0
FKID037305,55
FKID037306,0
FKID037307,41
FKID037308,-1
FKID037309,69
FKID037310,0
FKID037311,23
FKID037312,7
FKID037313,12
FKID037314,0
FKID037315,-1
FKID037316,0
FKID037317,0
FKID037318,0
FKID037319,0
FKID037320,7
FKID037321,48
FKID037322,7
FKID037323,12
FKID037324,14
FKID037325,-1
FKID037326,-1
FKID037327,-1
FKID037328,-1
FKID037329,-1
FKID037330,-1
FKID037331,-1
FKID037332,-1
FKID037333,-1
FKID037334,34
FKID037335,-1
FKID037336,-1
FKID037337,0
FKID037338,49
FKID037339,-1
FKID037340,-1
FKID037341,4
FKID037342,-1
FKID037343,6
FKID037344,15
FKID037345,15
FKID037346,4
FKID037347,-1
FKID037348,-1
FKID037349,6
FKID037350,6
FKID037351,6
FKID037352,6
FKID037353,-1
FKID037354,6
FKID037355,6
FKID037356,6
FKID037357,6
FKID037358,6
FKID037359,-1
FKID037360,5
FKID037361,7
FKID037362,12
FKID037363,6
FKID037364,48
FKID037365,48
FKID037366,115
FKID037367,45
FKID037368,30
FKID037369,115
FKID037370,26
FKID037371,115
FKID037372,7
FKID037373,12
FKID037374,-1
FKID037375,70
FKID037376,26
FKID037377,-1
FKID037378,45
FKID037379,45
FKID037380,12
FKID037381,7
FKID037382,7
FKID037383,12
FKID037384,-1
FKID037385,12
FKID037386,12
FKID037387,6
FKID037388,12
FKID037389,45
FKID037390,6
FKID037391,7
FKID037392,7
FKID037393,6
FKID037394,7
FKID037395,-1
FKID037396,12
FKID037397,-1
FKID037398,6
FKID037399,6
FKID037400,12
FKID037401,-1
FKID037402,49
FKID037403,12
FKID037404,12
FKID037405,-1
FKID037406,28
FKID037407,12
FKID037408,-1
FKID037409,28
FKID037410,-1
FKID037411,-1
FKID037412,12
FKID037413,28
FKID037414,-1
FKID037415,-1
FKID037416,111
FKID037417,-1
FKID037418,-1
FKID037419,6
FKID037420,-1
FKID037421,-1
FKID037422,16
FKID037423,12
FKID037424,49
FKID037425,12
FKID037426,4
FKID037427,6
FKID037428,140
FKID037429,28
FKID037430,76
FKID037431,16
FKID037432,16
FKID037433,76
FKID037434,-1
FKID037435,6
FKID037436,-1
FKID037437,28
FKID037438,6
FKID037439,16
FKID037440,16
FKID037441,100
FKID037442,12
FKID037443,16
FKID037444,100
FKID037445,12
FKID037446,69
FKID037447,0
FKID037448,49
FKID037449,7
FKID037450,49
FKID037451,0
FKID037452,15
FKID037453,69
FKID037454,15
FKID037455,7
FKID037456,69
FKID037457,0
FKID037458,7
FKID037459,69
FKID037460,0
FKID037461,12
FKID037462,23
FKID037463,28
FKID037464,28
FKID037465,-1
FKID037466,12
FKID037467,111
FKID037468,12
FKID037469,12
FKID037470,12
FKID037471,12
FKID037472,12
FKID037473,12
FKID037474,88
FKID037475,25
FKID037476,12
FKID037477,12
FKID037478,12
FKID037479,69
FKID037480,15
FKID037481,12
FKID037482,28
FKID037483,6
FKID037484,31
FKID037485,69
FKID037486,90
FKID037487,12
FKID037488,77
FKID037489,90
FKID037490,90
FKID037491,0
FKID037492,-1
FKID037493,26
FKID037494,12
FKID037495,-1
FKID037496,-1
FKID037497,12
FKID037498,28
FKID037499,12
FKID037500,28
FKID037501,-1
FKID037502,-1
FKID037503,-1
FKID037504,23
FKID037505,7
FKID037506,0
FKID037507,69
FKID037508,0
FKID037509,9
FKID037510,7
FKID037511,7
FKID037512,7
FKID037513,7
FKID037514,7
FKID037515,7
FKID037516,-1
FKID037517,78
FKID037518,78
FKID037519,7
FKID037520,7
FKID037521,7
FKID037522,28
FKID037523,4
FKID037524,0
FKID037525,49
FKID037526,-1
FKID037527,-1
FKID037528,4
FKID037529,7
FKID037530,6
FKID037531,12
FKID037532,-1
FKID037533,12
FKID037534,40
FKID037535,12
FKID037536,12
FKID037537,12
FKID037538,-1
FKID037539,12
FKID037540,12
FKID037541,12
FKID037542,12
FKID037543,49
FKID037544,4
FKID037545,12
FKID037546,12
FKID037547,-1
FKID037548,7
FKID037549,35
FKID037550,12
FKID037551,41
FKID037552,100
FKID037553,7
FKID037554,-1
FKID037555,7
FKID037556,12
FKID037557,12
FKID037558,0
FKID037559,-1
FKID037560,-1
FKID037561,-1
FKID037562,126
FKID037563,126
FKID037564,40
FKID037565,120
FKID037566,40
FKID037567,40
FKID037568,12
FKID037569,120
FKID037570,40
FKID037571,12
FKID037572,12
FKID037573,0
FKID037574,12
FKID037575,0
FKID037576,0
FKID037577,12
FKID037578,40
FKID037579,40
FKID037580,40
FKID037581,0
FKID037582,12
FKID037583,26
FKID037584,4
FKID037585,0
FKID037586,0
FKID037587,0
FKID037588,0
FKID037589,0
FKID037590,6
FKID037591,6
FKID037592,0
FKID037593,0
FKID037594,0
FKID037595,26
FKID037596,0
FKID037597,0
FKID037598,12
FKID037599,0
FKID037600,0
FKID037601,0
FKID037602,12
FKID037603,12
FKID037604,12
FKID037605,0
FKID037606,46
FKID037607,46
FKID037608,46
FKID037609,46
FKID037610,46
FKID037611,-1
FKID037612,-1
FKID037613,-1
FKID037614,2
FKID037615,-1
FKID037616,128
FKID037617,128
FKID037618,6
FKID037619,0
FKID037620,4
FKID037621,0
FKID037622,19
FKID037623,99
FKID037624,-1
FKID037625,-1
FKID037626,64
FKID037627,2
FKID037628,0
FKID037629,49
FKID037630,0
FKID037631,0
FKID037632,113
FKID037633,-1
FKID037634,9
FKID037635,62
FKID037636,0
FKID037637,0
FKID037638,0
FKID037639,6
FKID037640,-1
FKID037641,0
FKID037642,128
FKID037643,19
FKID037644,6
FKID037645,-1
FKID037646,19
FKID037647,0
FKID037648,0
FKID037649,0
FKID037650,0
FKID037651,0
FKID037652,12
FKID037653,0
FKID037654,0
FKID037655,0
FKID037656,0
FKID037657,0
FKID037658,0
FKID037659,0
FKID037660,12
FKID037661,0
FKID037662,4
FKID037663,0
FKID037664,4
FKID037665,62
FKID037666,15
FKID037667,77
FKID037668,-1
FKID037669,38
FKID037670,0
FKID037671,0
FKID037672,-1
FKID037673,0
FKID037674,68
FKID037675,128
FKID037676,12
FKID037677,0
FKID037678,12
FKID037679,38
FKID037680,0
FKID037681,128
FKID037682,0
FKID037683,0
FKID037684,128
FKID037685,128
FKID037686,0
FKID037687,0
FKID037688,0
FKID037689,99
FKID037690,4
FKID037691,0
FKID037692,62
FKID037693,0
FKID037694,0
FKID037695,38
FKID037696,0
FKID037697,128
FKID037698,0
FKID037699,0
FKID037700,2
FKID037701,15
FKID037702,0
FKID037703,0
FKID037704,128
FKID037705,-1
FKID037706,0
FKID037707,12
FKID037708,0
FKID037709,0
FKID037710,12
FKID037711,-1
FKID037712,0
FKID037713,0
FKID037714,15
FKID037715,128
FKID037716,128
FKID037717,0
FKID037718,12
FKID037719,40
FKID037720,0
FKID037721,0
FKID037722,62
FKID037723,12
FKID037724,12
FKID037725,0
FKID037726,15
FKID037727,0
FKID037728,0
FKID037729,128
FKID037730,128
FKID037731,12
FKID037732,128
FKID037733,12
FKID037734,69
FKID037735,4
FKID037736,0
FKID037737,99
FKID037738,0
FKID037739,0
FKID037740,0
FKID037741,131
FKID037742,62
FKID037743,0
FKID037744,0
FKID037745,76
FKID037746,0
FKID037747,62
FKID037748,0
FKID037749,0
FKID037750,76
FKID037751,4
FKID037752,62
FKID037753,4
FKID037754,0
FKID037755,76
FKID037756,-1
FKID037757,0
FKID037758,0
FKID037759,76
FKID037760,62
FKID037761,15
FKID037762,0
FKID037763,77
FKID037764,77
FKID037765,62
FKID037766,0
FKID037767,23
FKID037768,76
FKID037769,76
FKID037770,62
FKID037771,0
FKID037772,76
FKID037773,-1
FKID037774,0
FKID037775,62
FKID037776,23
FKID037777,0
FKID037778,23
FKID037779,0
FKID037780,0
FKID037781,0
FKID037782,62
FKID037783,23
FKID037784,62
FKID037785,77
FKID037786,0
FKID037787,-1
FKID037788,26
FKID037789,26
FKID037790,-1
FKID037791,0
FKID037792,-1
FKID037793,-1
FKID037794,6
FKID037795,0
FKID037796,4
FKID037797,-1
FKID037798,72
FKID037799,-1
FKID037800,4
FKID037801,26
FKID037802,77
FKID037803,-1
FKID037804,-1
FKID037805,-1
FKID037806,4
FKID037807,62
FKID037808,4
FKID037809,-1
FKID037810,23
FKID037811,0
FKID037812,106
FKID037813,23
FKID037814,-1
FKID037815,49
FKID037816,4
FKID037817,56
FKID037818,0
FKID037819,100
FKID037820,6
FKID037821,6
FKID037822,-1
FKID037823,56
FKID037824,0
FKID037825,23
FKID037826,0
FKID037827,0
FKID037828,6
FKID037829,4
FKID037830,4
FKID037831,4
FKID037832,99
FKID037833,0
FKID037834,0
FKID037835,-1
FKID037836,0
FKID037837,0
FKID037838,0
FKID037839,0
FKID037840,0
FKID037841,54
FKID037842,0
FKID037843,-1
FKID037844,-1
FKID037845,0
FKID037846,54
FKID037847,15
FKID037848,67
FKID037849,54
FKID037850,54
FKID037851,100
FKID037852,-1
FKID037853,12
FKID037854,0
FKID037855,15
FKID037856,12
FKID037857,15
FKID037858,12
FKID037859,-1
FKID037860,15
FKID037861,54
FKID037862,15
FKID037863,0
FKID037864,-1
FKID037865,100
FKID037866,54
FKID037867,54
FKID037868,54
FKID037869,132
FKID037870,-1
FKID037871,15
FKID037872,4
FKID037873,15
FKID037874,21
FKID037875,15
FKID037876,15
FKID037877,21
FKID037878,100
FKID037879,100
FKID037880,15
FKID037881,15
FKID037882,137
FKID037883,6
FKID037884,0
FKID037885,21
FKID037886,137
FKID037887,-1
FKID037888,4
FKID037889,6
FKID037890,12
FKID037891,88
FKID037892,-1
FKID037893,15
FKID037894,0
FKID037895,15
FKID037896,15
FKID037897,0
FKID037898,0
FKID037899,15
FKID037900,0
FKID037901,-1
FKID037902,-1
FKID037903,-1
FKID037904,-1
FKID037905,15
FKID037906,0
FKID037907,0
FKID037908,12
FKID037909,15
FKID037910,67
FKID037911,15
FKID037912,-1
FKID037913,0
FKID037914,0
FKID037915,0
FKID037916,15
FKID037917,99
FKID037918,-1
FKID037919,12
FKID037920,0
FKID037921,0
FKID037922,15
FKID037923,0
FKID037924,0
FKID037925,0
FKID037926,12
FKID037927,12
FKID037928,-1
FKID037929,4
FKID037930,-1
FKID037931,23
FKID037932,0
FKID037933,-1
FKID037934,-1
FKID037935,0
FKID037936,0
FKID037937,-1
FKID037938,15
FKID037939,-1
FKID037940,99
FKID037941,0
FKID037942,4
FKID037943,-1
FKID037944,4
FKID037945,23
FKID037946,12
FKID037947,-1
FKID037948,54
FKID037949,137
FKID037950,54
FKID037951,-1
FKID037952,128
FKID037953,54
FKID037954,-1
FKID037955,0
FKID037956,-1
FKID037957,0
FKID037958,-1
FKID037959,23
FKID037960,0
FKID037961,0
FKID037962,15
FKID037963,128
FKID037964,0
FKID037965,54
FKID037966,23
FKID037967,4
FKID037968,23
FKID037969,0
FKID037970,0
FKID037971,-1
FKID037972,-1
FKID037973,128
FKID037974,0
FKID037975,-1
FKID037976,0
FKID037977,-1
FKID037978,0
FKID037979,101
FKID037980,128
FKID037981,74
FKID037982,34
FKID037983,23
FKID037984,12
FKID037985,12
FKID037986,23
FKID037987,12
FKID037988,23
FKID037989,23
FKID037990,12
FKID037991,26
FKID037992,147
FKID037993,12
FKID037994,11
FKID037995,12
FKID037996,12
FKID037997,-1
FKID037998,12
FKID037999,12
FKID038000,23
FKID038001,23
